Therm-a-Rest Altair (Long), $489.95, 1200 gm 42.3 oz 2.65 lb, 0 F-18 C, 750 Down, 64", , 18" x 8", Long: Fits up to 6'6"
Therm-a-Rest Centari (Regular), $209.95, 1800 gm 63.5 oz 3.97 lb, 0 F-18 C, Synth, 62", , 18" x 9", Regular: Fits up to 6'
Therm-a-Rest Centari (Long), $219.95, 2000 gm 70.5 oz 4.41 lb, 0 F-18 C, Synth, 64", , 18" x 9", Long: Fits up to 6'6"
Valandre Shocking Blue (Regular), $744.95, 1380 gm 48.7 oz 3.04 lb, 10 F-12 C, 850 Down, 63.3", , ?" x ?", Regular: Fits up to 6'
Valandre Thor (Regular), $949.95, 2144 gm 75.6 oz 4.73 lb, -9.4 F-23 C, 850 Down, 60.2", , ?" x ?", Regular: Fits up to 6'
Valandre Odin (Regular), $839.95, 1836 gm 64.8 oz 4.05 lb, -5 F-20 C, 850 Down, 60.2", , ?" x ?", Regular: Fits up to 6'
Western Mountaineering Versalite (Short), $545.00, 850 gm 30.0 oz 1.88 lb, 10 F-12 C, 850 Down, 62", , 15" x 8", Short: Fits up to 5'6"
Western Mountaineering Versalite (Regular), $560.00, 907 gm 32.0 oz 2.00 lb, 10 F-12 C, 850 Down, 62", , 15" x 8", Regular: Fits up to 6'
Western Mountaineering Versalite (Long), $575.00, 964 gm 34.0 oz 2.13 lb, 10 F-12 C, 850 Down, 62", , 15" x 8", Long: Fits up to 6'6"
Western Mountaineering Sequoia MF (Regular), $725.00, 1474 gm 52.0 oz 3.25 lb, 5 F-15 C, 850 Down, 66", , 18" x 9", Regular: Fits up to 6'
Western Mountaineering Sequoia MF (Long), $750.00, 1559 gm 55.0 oz 3.44 lb, 5 F-15 C, 850 Down, 66", , 18" x 9", Long: Fits up to 6'6"
Western Mountaineering Sequoia GWS (Regular), $830.00, 1644 gm 58.0 oz 3.63 lb, 5 F-15 C, 850 Down, 66", , 18" x 9", Regular: Fits up to 6'
Western Mountaineering Sequoia GWS (Long), $860.00, 1729 gm 61.0 oz 3.81 lb, 5 F-15 C, 850 Down, 66", , 20" x 10", Long: Fits up to 6'6"
Western Mountaineering Antelope MF (Short), $575.00, 1049 gm 37.0 oz 2.31 lb, 5 F-15 C, 850 Down, 62", , 17" x 8", Short: Fits up to 5'6"
Western Mountaineering Antelope MF (Regular), $595.00, 1106 gm 39.0 oz 2.44 lb, 5 F-15 C, 850 Down, 62", , 17" x 8", Regular: Fits up to 6'
Western Mountaineering Antelope MF (Long), $615.00, 1162 gm 41.0 oz 2.56 lb, 5 F-15 C, 850 Down, 63", , 17" x 8", Long: Fits up to 6'6"
Western Mountaineering Kodiak MF (Regular), $655.00, 1247 gm 44.0 oz 2.75 lb, 0 F-18 C, 850 Down, 66", , 18" x 9", Regular: Fits up to 6'
Western Mountaineering Kodiak MF (Long), $675.00, 1332 gm 47.0 oz 2.94 lb, 0 F-18 C, 850 Down, 67", , 18" x 9", Long: Fits up to 6'6"
Western Mountaineering Kodiak MF (X-Long), $695.00, 1389 gm 49.0 oz 3.06 lb, 0 F-18 C, 850 Down, 67", , 18" x 9", XLong: Fits up to 7'
Western Mountaineering Kodiak GWS (Regular), $770.00, 1417 gm 50.0 oz 3.13 lb, 0 F-18 C, 850 Down, 66", , 18" x 9", Regular: Fits up to 6'
Western Mountaineering Kodiak GWS (Long), $795.00, 1503 gm 53.0 oz 3.31 lb, 0 F-18 C, 850 Down, 67", , 18" x 9", Long: Fits up to 6'6"
Western Mountaineering Kodiak GWS (X-Long), $825.00, 1588 gm 56.0 oz 3.50 lb, 0 F-18 C, 850 Down, 67", , 18" x 9", XLong: Fits up to 7'
Western Mountaineering Lynx MF (Short), $725.00, 1361 gm 48.0 oz 3.00 lb, -10 F-23 C, 850 Down, 61", , 18" x 9", Short: Fits up to 5'6"
Western Mountaineering Lynx MF (Regular), $750.00, 1417 gm 50.0 oz 3.13 lb, -10 F-23 C, 850 Down, 62", , 18" x 9", Regular: Fits up to 6'
Western Mountaineering Lynx MF (Long), $775.00, 1503 gm 53.0 oz 3.31 lb, -10 F-23 C, 850 Down, 63", , 18" x 9", Long: Fits up to 6'6"
Western Mountaineering Lynx GWS (Short), $820.00, 1503 gm 53.0 oz 3.31 lb, -10 F-23 C, 850 Down, 61", , 18" x 9", Short: Fits up to 5'6"
Western Mountaineering Lynx GWS (Regular), $845.00, 1588 gm 56.0 oz 3.50 lb, -10 F-23 C, 850 Down, 62", , 18" x 9", Regular: Fits up to 6'
Western Mountaineering Lynx GWS (Long), $875.00, 1673 gm 59.0 oz 3.69 lb, -10 F-23 C, 850 Down, 63", , 20" x 10", Long: Fits up to 6'6"
Western Mountaineering Bristlecone MF (Regular), $855.00, 1786 gm 63.0 oz 3.94 lb, -10 F-23 C, 850 Down, 69", , 20" x 10", Regular: Fits up to 6'
Western Mountaineering Bristlecone MF (Long), $885.00, 1899 gm 67.0 oz 4.19 lb, -10 F-23 C, 850 Down, 69", , 20" x 10", Long: Fits up to 6'6"
Western Mountaineering Puma GWS (Short), $915.00, 1616 gm 57.0 oz 3.56 lb, -25 F-32 C, 850 Down, 62", , 18" x 9", Short: Fits up to 5'6"
Western Mountaineering Puma GWS (Regular), $940.00, 1701 gm 60.0 oz 3.75 lb, -25 F-32 C, 850 Down, 64", , 20" x 10", Regular: Fits up to 6'
Western Mountaineering Puma GWS (Long), $970.00, 1786 gm 63.0 oz 3.94 lb, -25 F-32 C, 850 Down, 66", , 20" x 10", Long: Fits up to 6'6"
