Kelty Trekker 64, , $179.95, 2211 gm 78.0 oz 4.88 lb, 3900 cu. in.64 liters, ~1-1 lbs, External Frame
Kelty Trekker 65, , $179.95, 2211 gm 78.0 oz 4.88 lb, 3950 cu. in.65 liters, ~1-1 lbs, External Frame
Kelty Yukon 50, , $169.95, 2211 gm 78.0 oz 4.88 lb, 3000 cu. in.49 liters, ~1-1 lbs, External Frame
Kelty Yukon 48, , $169.95, 2183 gm 77.0 oz 4.81 lb, 2900 cu. in.48 liters, ~1-1 lbs, External Frame
Lowe Alpine AirZone Pro 35:45, , $189.95, 1559 gm 55.0 oz 3.44 lb, 2745 cu. in.45 liters, ~1-1 lbs, Internal Frame
Lowe Alpine TFX Expedition 75:95, , $324.95, 2268 gm 80.0 oz 5.00 lb, 5800 cu. in.95 liters, ~1-70 lbs, Internal Frame
Lowe Alpine Cholatse II 55:65 (2014), , $189.95, 1588 gm 56.0 oz 3.50 lb, 3965 cu. in.65 liters, ~1-40 lbs, Internal Frame
Lowe Alpine Airzone Trek + 45:55, , $199.95, 1673 gm 59.0 oz 3.69 lb, 3355 cu. in.55 liters, ~1-1 lbs, Internal Frame
Lowe Alpine Eclipse 45:55 (2014), , $149.95, 1168 gm 41.2 oz 2.58 lb, 3355 cu. in.55 liters, ~1-35 lbs, Internal Frame
Lowe Alpine Cerro Torre 65:85, , $329.95, 2693 gm 95.0 oz 5.94 lb, 5185 cu. in.85 liters, ~1-70 lbs, Internal Frame
Lowe Alpine Alpamayo 70:90 (2014), , $319.95, 2489 gm 87.8 oz 5.49 lb, 5490 cu. in.90 liters, ~1-70 lbs, Internal Frame
Lowe Alpine Axiom Expedition 75:95, , $314.95, 2509 gm 88.5 oz 5.53 lb, 5795 cu. in.95 liters, ~1-70 lbs, Internal Frame
Lowe Alpine AirZone Trek + 35:45, , $199.95, 1616 gm 57.0 oz 3.56 lb, 2745 cu. in.45 liters, ~1-33 lbs, Internal Frame
Marmot Drakon 45 (2014), , $169.00, 1492 gm 52.6 oz 3.29 lb, 2750 cu. in.45 liters, ~1-1 lbs, Internal Frame
Marmot Apollo 60 (2014), , $199.00, 2040 gm 72.0 oz 4.50 lb, 3365 cu. in.60 liters, ~1-1 lbs, Internal Frame
MHM Flatiron 42 (2013), , $249.00, 2041 gm 72.0 oz 4.50 lb, 2563 cu. in.42 liters, ~1-1 lbs, Internal Frame
MHM Divide 55 (2013), , $339.00, 2495 gm 88.0 oz 5.50 lb, 3356 cu. in.55 liters, ~1-1 lbs, Internal Frame
MHM Fifty-Two 80 (2013), , $399.00, 2722 gm 96.0 oz 6.00 lb, 4882 cu. in.80 liters, ~1-1 lbs, Internal Frame
Montane Grand Tour 55, , $197.95, 1345 gm 47.4 oz 2.97 lb, 3356 cu. in.55 liters, ~1-1 lbs, Internal Frame
Montane Torque 40, , $188.95, 1375 gm 48.5 oz 3.03 lb, 2441 cu. in.40 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear South Col 70 OutDry (S/M), , $300.00, 1786 gm 63.0 oz 3.94 lb, 4270 cu. in.70 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear South Col 70 OutDry (M/L), , $300.00, 1871 gm 66.0 oz 4.13 lb, 4575 cu. in.75 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear BMG OutDry (S/M), , $360.00, 2126 gm 75.0 oz 4.69 lb, 6400 cu. in.105 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear BMG OutDry (M/L), , $360.00, 2240 gm 79.0 oz 4.94 lb, 7020 cu. in.115 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Direttissima 50 (S/M), , $240.00, 1474 gm 52.0 oz 3.25 lb, 3050 cu. in.50 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Direttissima 50 (M/L), , $240.00, 1559 gm 55.0 oz 3.44 lb, 3355 cu. in.55 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Shaka 55 (SM.), , $260.00, 1701 gm 60.0 oz 3.75 lb, 3050 cu. in.50 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Shaka 55 (MD.), , $260.00, 1758 gm 62.0 oz 3.88 lb, 3355 cu. in.55 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Shaka 55 (LG.), , $260.00, 1814 gm 64.0 oz 4.00 lb, 3660 cu. in.60 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Shaka 70 (SM.), , $300.00, 1928 gm 68.0 oz 4.25 lb, 3965 cu. in.65 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Shaka 70 (MD.), , $300.00, 1984 gm 70.0 oz 4.38 lb, 4270 cu. in.70 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Shaka 70 (LG.), , $300.00, 2041 gm 72.0 oz 4.50 lb, 4575 cu. in.75 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Wandrin 48 (S/M), , $195.00, 1417 gm 50.0 oz 3.13 lb, 2930 cu. in.48 liters, ~1-1 lbs, Internal Frame
Mountain Hardwear Wandrin 48 (M/L), , $195.00, 1503 gm 53.0 oz 3.31 lb, 3175 cu. in.52 liters, ~1-1 lbs, Internal Frame
Mountainsmith Apex 100, , $229.95, 2296 gm 81.0 oz 5.06 lb, 6100 cu. in.100 liters, ~1-75 lbs, Internal Frame
Mountainsmith Mystic 65, , $219.95, 2325 gm 82.0 oz 5.13 lb, 3966 cu. in.65 liters, ~1-55 lbs, Internal Frame
Mountainsmith Apex 80, , $209.95, 2183 gm 77.0 oz 4.81 lb, 4882 cu. in.80 liters, ~1-75 lbs, Internal Frame
Mountainsmith Lariat 65, , $199.95, 2183 gm 77.0 oz 4.81 lb, 3966 cu. in.65 liters, ~1-75 lbs, Internal Frame
Mountainsmith Ghost 50, , $199.95, 1786 gm 63.0 oz 3.94 lb, 3175 cu. in.52 liters, ~1-45 lbs, Internal Frame
Mountainsmith Lookout 50, , $179.95, 1871 gm 66.0 oz 4.13 lb, 3051 cu. in.50 liters, ~1-65 lbs, Internal Frame
Mountainsmith Phantom 40 (S/M), , $159.95, 1616 gm 57.0 oz 3.56 lb, 2560 cu. in.42 liters, ~1-35 lbs, Internal Frame
Mountainsmith Phantom 40 (M/L), , $159.95, 1729 gm 61.0 oz 3.81 lb, 2750 cu. in.45 liters, ~1-35 lbs, Internal Frame
Mountainsmith Haze 50 (S/M), , $129.95, 822 gm 29.0 oz 1.81 lb, 3050 cu. in.50 liters, ~1-35 lbs, Frameless
Mountainsmith Haze 50 (M/L), , $129.95, 879 gm 31.0 oz 1.94 lb, 3234 cu. in.53 liters, ~1-35 lbs, Frameless
Mountainsmith Approach 50, , $109.95, 1474 gm 52.0 oz 3.25 lb, 3050 cu. in.50 liters, ~1-50 lbs, Internal Frame
Norrøna trollveggen 45, , $199.00, 1460 gm 51.5 oz 3.22 lb, 2746 cu. in.45 liters, ~1-1 lbs, Internal Frame
Patagonia Ascensionist 45 Pack (S/M), , $179.00, 1020 gm 36.0 oz 2.25 lb, 2746 cu. in.45 liters, ~1-1 lbs, Internal Frame
Patagonia Ascensionist 45 Pack (L/XL), , $179.00, 1020 gm 36.0 oz 2.25 lb, 2746 cu. in.45 liters, ~1-1 lbs, Internal Frame
REI XT 85 Pack (MD.), , $289.00, 2410 gm 85.0 oz 5.31 lb, 5187 cu. in.85 liters, ~1-1 lbs, Internal Frame
REI XT 85 Pack (LG.), , $289.00, 2466 gm 87.0 oz 5.44 lb, 5492 cu. in.90 liters, ~1-1 lbs, Internal Frame
REI Crestrail 70 (SM.), , $239.00, 2041 gm 72.0 oz 4.50 lb, 3966 cu. in.65 liters, ~1-1 lbs, Internal Frame
REI Crestrail 70 (MD.), , $239.00, 2211 gm 78.0 oz 4.88 lb, 4272 cu. in.70 liters, ~1-1 lbs, Internal Frame
REI Crestrail 70 (LG.), , $239.00, 2268 gm 80.0 oz 5.00 lb, 4577 cu. in.75 liters, ~1-1 lbs, Internal Frame
REI Lookout 40 (MD.), , $99.50, 1191 gm 42.0 oz 2.63 lb, 2440 cu. in.40 liters, ~1-1 lbs, Internal Frame
REI Lookout 40 (LG.), , $99.50, 1247 gm 44.0 oz 2.75 lb, 2563 cu. in.42 liters, ~1-1 lbs, Internal Frame
REI Yosemite 75 (MD.), , $179.00, 2155 gm 76.0 oz 4.75 lb, 4577 cu. in.75 liters, ~1-1 lbs, Internal Frame
REI Yosemite 75 (LG.), , $179.00, 2155 gm 76.0 oz 4.75 lb, 4882 cu. in.80 liters, ~1-1 lbs, Internal Frame
REI Crestrail 48 Pack - Men's (MD.), , $169.00, 1729 gm 61.0 oz 3.81 lb, 2929 cu. in.48 liters, ~1-1 lbs, Internal Frame
REI Crestrail 48 Pack - Men's (LG.), , $169.00, 1814 gm 64.0 oz 4.00 lb, 3112 cu. in.51 liters, ~1-1 lbs, Internal Frame
REI Pinnacle 50 (MD.), , $159.00, 1871 gm 66.0 oz 4.13 lb, 3051 cu. in.50 liters, ~1-1 lbs, Internal Frame
REI Pinnacle 50 (LG.), , $159.00, 1871 gm 66.0 oz 4.13 lb, 3051 cu. in.50 liters, ~1-1 lbs, Internal Frame
Salomon Synapse Flow 45 AW, , $170.00, 1170 gm 41.3 oz 2.58 lb, 2746 cu. in.45 liters, ~1-1 lbs, Internal Frame
The North Face Terra 65 (S/M) (2014), , $179.00, 1980 gm 69.8 oz 4.37 lb, 3906 cu. in.64 liters, ~1-1 lbs, Internal Frame
The North Face Terra 65 (L/XL) (2014), , $179.00, 2075 gm 73.2 oz 4.57 lb, 4028 cu. in.66 liters, ~1-1 lbs, Internal Frame
The North Face Terra 50 (S/M) (2014), , $159.00, 1740 gm 61.4 oz 3.84 lb, 3112 cu. in.51 liters, ~1-1 lbs, Internal Frame
The North Face Terra 50 (L/XL) (2014), , $159.00, 1805 gm 63.7 oz 3.98 lb, 3173 cu. in.52 liters, ~1-1 lbs, Internal Frame
The North Face Prophet 40 (S/M) (2014), , $179.00, 1130 gm 39.9 oz 2.49 lb, 2300 cu. in.38 liters, ~1-1 lbs, Internal Frame
The North Face Prophet 40 (M/L) (2014), , $179.00, 1190 gm 42.0 oz 2.62 lb, 2550 cu. in.42 liters, ~1-1 lbs, Internal Frame
