Mountain Hardwear Phantom 15 (Long), $530.00, 1021 gm 36.0 oz 2.25 lb, 15 F-9 C, 800 Down, 62", 12" x 7", Long: Fits up to 6'6"
Mountain Hardwear UltraLamina 15 (Regular), $260.00, 1191 gm 42.0 oz 2.63 lb, 15 F-9 C, Synth, 60", 13" x 7", Regular: Fits up to 6'
Mountain Hardwear UltraLamina 15 (Long), $275.00, 1276 gm 45.0 oz 2.81 lb, 15 F-9 C, Synth, 62", 13" x 7", Long: Fits up to 6'6"
Mountain Hardwear Pinole 20 (Regular), $130.00, 1446 gm 51.0 oz 3.19 lb, 20 F-7 C, Synth, 62", 15" x 9", Regular: Fits up to 6'
Mountain Hardwear Pinole 20 (Long), $140.00, 1616 gm 57.0 oz 3.56 lb, 20 F-7 C, Synth, 64", 15" x 9", Long: Fits up to 6'6"
Mountain Hardwear ExtraLamina 20 (Regular), $220.00, 1332 gm 47.0 oz 2.94 lb, 20 F-7 C, Synth, 66", 16" x 7", Regular: Fits up to 6'
Mountain Hardwear ExtraLamina 20 (Long), $240.00, 1417 gm 50.0 oz 3.13 lb, 20 F-7 C, Synth, 68", 16" x 7", Long: Fits up to 6'6"
Mountain Hardwear Spectre (Regular), $700.00, 1361 gm 48.0 oz 3.00 lb, 20 F-7 C, 800 Down, 60", 13" x 9", Regular: Fits up to 6'
Mountain Hardwear Spectre (Long), $750.00, 1446 gm 51.0 oz 3.19 lb, 20 F-7 C, 800 Down, 62", 13" x 9", Long: Fits up to 6'6"
Mountain Hardwear Hibachi (Regular), $350.00, 1247 gm 44.0 oz 2.75 lb, 15 F-9 C, 600 Down, 62", 15" x 8", Regular: Fits up to 6'
Mountain Hardwear Hibachi (Long), $365.00, 1361 gm 48.0 oz 3.00 lb, 15 F-9 C, 600 Down, 64", 15" x 8", Long: Fits up to 6'6"
Mountain Hardwear Lamina 35 (Regular), $180.00, 1077 gm 38.0 oz 2.38 lb, 35 F2 C, Synth, 62", 12" x 6", Regular: Fits up to 6'
Mountain Hardwear Lamina 35 (Long), $200.00, 1134 gm 40.0 oz 2.50 lb, 35 F2 C, Synth, 64", 12" x 6", Long: Fits up to 6'6"
Mountain Hardwear Phantom 32 (Regular), $380.00, 624 gm 22.0 oz 1.38 lb, 32 F0 C, 800 Down, 60", 10" x 6", Regular: Fits up to 6'
Mountain Hardwear Phantom 32 (Long), $410.00, 680 gm 24.0 oz 1.50 lb, 32 F0 C, 800 Down, 62", 10" x 6", Long: Fits up to 6'6"
Mountain Hardwear Mtn Speed 32 (Regular), $480.00, 445 gm 15.7 oz 0.98 lb, 32 F0 C, 850 Down, 58", 8" x 5", Regular: Fits up to 6'
Mountain Hardwear Mtn Speed 32 (Long), $530.00, 482 gm 17.0 oz 1.06 lb, 32 F0 C, 850 Down, 60", 8" x 5", Long: Fits up to 6'6"
Mountain Hardwear UltraLamina 32 (Regular), $240.00, 775 gm 27.3 oz 1.71 lb, 32 F0 C, Synth, 60", 10" x 6", Regular: Fits up to 6'
Mountain Hardwear UltraLamina 32 (Long), $255.00, 829 gm 29.2 oz 1.83 lb, 32 F0 C, Synth, 62", 10" x 6", Long: Fits up to 6'6"
Mountain Hardwear Hibachi 32 (Regular), $300.00, 1021 gm 36.0 oz 2.25 lb, 32 F0 C, 600 Down, 62", 13" x 7", Regular: Fits up to 6'
Mountain Hardwear Hibachi 32 (Long), $315.00, 1077 gm 38.0 oz 2.38 lb, 32 F0 C, 600 Down, 64", 13" x 7", Long: Fits up to 6'6"
Mountain Hardwear Down Flip 35/50 (Regular), $250.00, 822 gm 29.0 oz 1.81 lb, 35 F2 C, 600 Down, 62", 13" x 7", Regular: Fits up to 6'
Mountain Hardwear Flip 35/50 (Regular), $140.00, 1247 gm 44.0 oz 2.75 lb, 35 F2 C, Synth, 62", 14" x 8", Regular: Fits up to 6'
Mountainsmith Kenosha 20, $109.95, 1616 gm 57.0 oz 3.56 lb, 20 F-7 C, Synth, 65", 15" x 9.5", Long: Fits up to 6'4"
Mountainsmith Poncha 35, $99.95, 1304 gm 46.0 oz 2.88 lb, 35 F2 C, Synth, 65", 14" x 9", Long: Fits up to 6'4"
Nemo Nocturne 15 Down (Regular), $399.95, 1077 gm 38.0 oz 2.38 lb, 15 F-9 C, 700 Down, 64", 14.5" x 9", Regular: Fits up to 6'
Nemo Nocturne 15 Down (Long), $419.95, 1134 gm 40.0 oz 2.50 lb, 15 F-9 C, 700 Down, 66", 15.5" x 9", Long: Fits up to 6'6"
Nemo Nocturne 30 Down (Regular), $349.95, 907 gm 32.0 oz 2.00 lb, 30 F-1 C, 700 Down, 64", 13.5" x 8.5", Regular: Fits up to 6'
Nemo Nocturne 30 Down (Long), $369.95, 964 gm 34.0 oz 2.13 lb, 30 F-1 C, 700 Down, 66", 14.5" x 8.5", Long: Fits up to 6'6"
Nemo Rhythm 25 (Regular), $219.95, 1247 gm 44.0 oz 2.75 lb, 25 F-4 C, Synth, 64", 14" x 10", Regular: Fits up to 6'
Nemo Rhythm 25 (Long), $229.95, 1389 gm 49.0 oz 3.06 lb, 25 F-4 C, Synth, 66", 15" x 10", Long: Fits up to 6'6"
Nemo Strato Loft 25, $369.95, 1474 gm 52.0 oz 3.25 lb, 25 F-4 C, 700 Down, 76", 17" x 9", Regular: Fits up to 6'
Rab Neutrino 400, $389.00, 820 gm 28.9 oz 1.81 lb, 25 F-4 C, 800 Down, 55", ?" x ?", Regular: Fits up to 6'2"
REI Flash Sleeping Bag (Regular), $259.00, 709 gm 25.0 oz 1.56 lb, 32 F0 C, 800 Down, 60", 15" x 7.5", Regular: Fits up to 6'
REI Flash Sleeping Bag (Long), $269.00, 765 gm 27.0 oz 1.69 lb, 32 F0 C, 800 Down, 60", 15" x 7.5", Long: Fits up to 6'6"
REI Igneo Sleeping Bag (Regular), $339.00, 879 gm 31.0 oz 1.94 lb, 19 F-7 C, 800 Down, 60", 17" x 8", Regular: Fits up to 6'
REI Igneo Sleeping Bag (Long), $359.00, 936 gm 33.0 oz 2.06 lb, 19 F-7 C, 800 Down, 60", 17" x 8", Long: Fits up to 6'6"
REI Lumen Sleeping Bag (Regular), $149.00, 1219 gm 43.0 oz 2.69 lb, 25 F-4 C, Synth, 62", 20" x 9", Regular: Fits up to 6'
REI Lumen Sleeping Bag (Long), $169.00, 1332 gm 47.0 oz 2.94 lb, 25 F-4 C, Synth, 62", 20" x 9", Long: Fits up to 6'6"
REI Radiant Down Sleeping Bag (Regular), $199.00, 1134 gm 40.0 oz 2.50 lb, 20 F-7 C, 650 Down, 62", 18" x 8.25", Regular: Fits up to 6'
REI Radiant Down Sleeping Bag (Long), $209.00, 1219 gm 43.0 oz 2.69 lb, 20 F-7 C, 650 Down, 62", 18" x 8.25", Long: Fits up to 6'6"
REI Radiant Down Sleeping Bag (Wide), $219.00, 1417 gm 50.0 oz 3.13 lb, 20 F-7 C, 650 Down, 70", 20" x 8.25", Long: Fits up to 6'6"
REI Polar Pod Sleeping Bag (Short), $84.50, 1446 gm 51.0 oz 3.19 lb, 31 F-1 C, Synth, 58", 17" x 11", Short: Fits up to 5'6"
REI Polar Pod Sleeping Bag (Regular), $89.50, 1588 gm 56.0 oz 3.50 lb, 31 F-1 C, Synth, 62", 17" x 11", Regular: Fits up to 6'
REI Polar Pod Sleeping Bag (Long), $99.50, 1588 gm 56.0 oz 3.50 lb, 31 F-1 C, Synth, 62", 17" x 11", Long: Fits up to 6'6"
REI Siesta +25 Sleeping Bag, $99.50, 2778 gm 98.0 oz 6.13 lb, 25 F-4 C, Synth, 70", 36" x 14", Long: Fits up to 6'8"
REI Siesta +35 Sleeping Bag (Short), $74.50, 1814 gm 64.0 oz 4.00 lb, 35 F2 C, Synth, 70", 36" x 14", Short: Fits up to 5'6"
REI Siesta +35 Sleeping Bag (Regular), $79.50, 1984 gm 70.0 oz 4.38 lb, 35 F2 C, Synth, 70", 36" x 14", Regular: Fits up to 6'
REI Siesta +35 Sleeping Bag (Long), $89.50, 2041 gm 72.0 oz 4.50 lb, 35 F2 C, Synth, 70", 36" x 14", Long: Fits up to 6'6"
Sea To Summit Traverse XtI (Short), $479.00, 990 gm 34.9 oz 2.18 lb, 19 F-7 C, 850 Down, 57", ?" x ?", Short: Fits up to 5'7"
Sea To Summit Traverse XtI (Regular), $499.00, 1070 gm 37.7 oz 2.36 lb, 19 F-7 C, 850 Down, 59", ?" x ?", Regular: Fits up to 6'
Sea To Summit Traverse XtI (Long), $519.00, 1200 gm 42.3 oz 2.65 lb, 19 F-7 C, 850 Down, 61", ?" x ?", Long: Fits up to 6'8"
Sea To Summit Micro McIII (Regular), $419.00, 680 gm 24.0 oz 1.50 lb, 28 F-2 C, 850 Down, 57", ?" x ?", Regular: Fits up to 6'
Sea To Summit Micro McIII (Long), $439.00, 755 gm 26.6 oz 1.66 lb, 28 F-2 C, 850 Down, 59", ?" x ?", Long: Fits up to 6'8"
Sea To Summit Trek TkII (Short), $239.00, 1000 gm 35.3 oz 2.20 lb, 18 F-8 C, 650 Down, 59", ?" x ?", Short: Fits up to 5'7"
Sea To Summit Trek TkII (Regular), $249.00, 1020 gm 36.0 oz 2.25 lb, 18 F-8 C, 650 Down, 60", ?" x ?", Regular: Fits up to 6'
Sea To Summit Trek TkII (Long), $259.00, 1110 gm 39.2 oz 2.45 lb, 18 F-8 C, 650 Down, 61", ?" x ?", Long: Fits up to 6'8"
Sea To Summit Trek TkI (Regular), $219.00, 830 gm 29.3 oz 1.83 lb, 32 F0 C, 650 Down, 60", ?" x ?", Regular: Fits up to 6'
Sea To Summit Trek TkI (Long), $229.00, 970 gm 34.2 oz 2.14 lb, 32 F0 C, 650 Down, 61", ?" x ?", Long: Fits up to 6'8"
Sierra Designs DriDown Cal 13 (Regular), $499.95, 794 gm 28.0 oz 1.75 lb, 15 F-9 C, 800 Down, 62", 14" x 8", Regular: Fits up to 6'
Sierra Designs DriDown Cal 13 (Long), $519.95, 879 gm 31.0 oz 1.94 lb, 15 F-9 C, 800 Down, 64", 14" x 8", Long: Fits up to 6'6"
Sierra Designs DriDown Cal 30 (Regular), $399.95, 539 gm 19.0 oz 1.19 lb, 15 F-9 C, 800 Down, 62", 13" x 7", Regular: Fits up to 6'
Sierra Designs DriDown Cal 30 (Long), $419.95, 595 gm 21.0 oz 1.31 lb, 30 F-1 C, 800 Down, 64", 13" x 7", Long: Fits up to 6'6"
Sierra Designs DriDown Zissou 23 (Regular), $219.95, 907 gm 32.0 oz 2.00 lb, 23 F-5 C, 700 Down, 62", 16" x 7", Regular: Fits up to 6'
Sierra Designs DriDown Zissou 23 (Long), $239.95, 992 gm 35.0 oz 2.19 lb, 23 F-5 C, 700 Down, 64", 16" x 7", Long: Fits up to 6'6"
Sierra Designs Pyro 15 (Regular), $299.95, 1077 gm 38.0 oz 2.38 lb, 15 F-9 C, 600 Down, 62", 14" x 8", Regular: Fits up to 6'
Sierra Designs Pyro 15 (Long), $319.95, 1162 gm 41.0 oz 2.56 lb, 15 F-9 C, 600 Down, 64", 14" x 8", Long: Fits up to 6'6"
Sierra Designs Pyro Maniac 15/30 (Regular), $379.95, 1276 gm 45.0 oz 2.81 lb, 15 F-9 C, 600 Down, 62", 17" x 7", Regular: Fits up to 6'
Sierra Designs Pyro Maniac 15/30 (Long), $399.95, 1361 gm 48.0 oz 3.00 lb, 15 F-9 C, 600 Down, 64", 17" x 7", Long: Fits up to 6'6"
Sierra Designs Wild Bill 20 (Regular), $119.95, 1417 gm 50.0 oz 3.13 lb, 20 F-7 C, Synth, 62", 18" x 9", Regular: Fits up to 6'
Sierra Designs Wild Bill 20 (Long), $129.95, 1559 gm 55.0 oz 3.44 lb, 20 F-7 C, Synth, 64", 18" x 9", Long: Fits up to 6'6"
Sierra Designs Wild Bill 20 (X-Long), $139.95, 1758 gm 62.0 oz 3.88 lb, 20 F-7 C, Synth, 68", 18" x 9", XLong: Fits up to 7'
Sierra Designs Wild Bill 35 (Regular), $99.95, 1077 gm 38.0 oz 2.38 lb, 35 F2 C, Synth, 62", 16" x 8", Regular: Fits up to 6'
Sierra Designs Wild Bill 35 (Long), $109.95, 1191 gm 42.0 oz 2.63 lb, 35 F2 C, Synth, 64", 19" x 8", Long: Fits up to 6'6"
Sierra Designs Wild Bill 35 (X-Long), $119.95, 1814 gm 64.0 oz 4.00 lb, 35 F2 C, Synth, 68", 19" x 9", XLong: Fits up to 7'
Slumberjack Lone Pine 20 (Regular), $89.95, 1304 gm 46.0 oz 2.88 lb, 20 F-7 C, Synth, ?", 15" x 7", Regular: Fits up to 6'
Slumberjack Lone Pine 20 (Long), $99.95, 1446 gm 51.0 oz 3.19 lb, 20 F-7 C, Synth, ?", 16" x 8", Long: Fits up to 6'6"
The North Face Aleutian 3S Down (Regular), $229.00, 1250 gm 44.1 oz 2.76 lb, 20 F-7 C, 600 Down, 63", 20.7" x 8", Regular: Fits up to 6'
The North Face Aleutian 3S Down (Long), $249.00, 1410 gm 49.7 oz 3.11 lb, 20 F-7 C, 600 Down, 64", 20.7" x 8", Long: Fits up to 6'6"
The North Face Blue Kazoo (Regular), $279.00, 1140 gm 40.2 oz 2.51 lb, 15 F-9 C, 650 Down, ?", 21" x 6", Regular: Fits up to 6'
The North Face Blue Kazoo (Long), $299.00, 1228 gm 43.3 oz 2.71 lb, 15 F-9 C, 650 Down, ?", 21" x 6", Long: Fits up to 6'6"
The North Face Cat's Meow (Regular), $189.00, 1258 gm 44.4 oz 2.77 lb, 20 F-7 C, Synth, 62", 21" x 6.5", Regular: Fits up to 6'
The North Face Cat's Meow (Long), $199.00, 1340 gm 47.3 oz 2.95 lb, 20 F-7 C, Synth, 64", 21" x 6.5", Long: Fits up to 6'6"
The North Face Aleutian 3S (Regular), $109.00, 1655 gm 58.4 oz 3.65 lb, 20 F-7 C, Synth, 63", 16" x 9", Regular: Fits up to 6'
The North Face Aleutian 3S (Long), $119.00, 1710 gm 60.3 oz 3.77 lb, 20 F-7 C, Synth, 64", 18" x 10", Long: Fits up to 6'6"
The North Face Aleutian 3S (X-Long), $129.00, 1850 gm 65.3 oz 4.08 lb, 20 F-7 C, Synth, 65", 18" x 10", XLong: Fits up to 7'
The North Face Gold Kazoo (Regular), $199.00, 936 gm 33.0 oz 2.06 lb, 30 F-1 C, 650 Down, 64", 17" x 6", Regular: Fits up to 6'
The North Face Gold Kazoo (Long), $239.00, 992 gm 35.0 oz 2.19 lb, 30 F-1 C, 650 Down, 65", 17" x 6", Long: Fits up to 6'6"
The North Face Dolomite 3S (Regular), $109.00, 1850 gm 65.3 oz 4.08 lb, 20 F-7 C, Synth, 64", 18" x 10", Regular: Fits up to 6'
The North Face Dolomite 3S (Long), $119.00, 1950 gm 68.8 oz 4.30 lb, 20 F-7 C, Synth, 64", 18" x 10", Long: Fits up to 6'6"
Therm-a-Rest Antares (Regular), $349.95, 890 gm 31.4 oz 1.96 lb, 20 F-7 C, 750 Down, 62", 12" x 7", Regular: Fits up to 6'
Therm-a-Rest Antares (Long), $379.95, 980 gm 34.6 oz 2.16 lb, 20 F-7 C, 750 Down, 64", 12" x 7", Long: Fits up to 6'6"
Therm-a-Rest Saros (Regular), $189.95, 1345 gm 47.4 oz 2.97 lb, 20 F-7 C, Synth, 62", 18" x 8", Regular: Fits up to 6'
Therm-a-Rest Saros (Long), $199.95, 1460 gm 51.5 oz 3.22 lb, 20 F-7 C, Synth, 64", 18" x 8", Long: Fits up to 6'6"
Valandre Bloody Mary (Regular), $499.95, 1073 gm 37.8 oz 2.37 lb, 21.2 F-6 C, 850 Down, ?", ?" x ?", Regular: Fits up to 6'
Valandre Bloody Mary (Long), $549.95, 1145 gm 40.4 oz 2.52 lb, 21.2 F-6 C, 850 Down, 63.3", ?" x ?", Long: Fits up to 6'6"
Valandre Swing 500 (Regular), $394.95, 937 gm 33.1 oz 2.07 lb, 30 F-2 C, 700 Down, 66.1", ?" x ?", Regular: Fits up to 6'
Valandre Swing 700 (Regular), $399.95, 1157 gm 40.8 oz 2.55 lb, 25 F-5 C, 700 Down, 66.1", ?" x ?", Regular: Fits up to 6'
Valandre Swing 900 (Regular), $479.95, 1377 gm 48.6 oz 3.04 lb, 20 F-7 C, 700 Down, 66.1", ?" x ?", Regular: Fits up to 6'
Valandre Mirage (Regular), $459.95, 773 gm 27.3 oz 1.70 lb, 30 F-1 C, 850 Down, 62.2", ?" x ?", Regular: Fits up to 6'
Western Mountaineering HighLite (Short), $330.00, 425 gm 15.0 oz 0.94 lb, 35 F2 C, 850 Down, 59", 10" x 6", Short: Fits up to 5'6"
Western Mountaineering HighLite (Regular), $340.00, 454 gm 16.0 oz 1.00 lb, 35 F2 C, 850 Down, 59", 12" x 6", Regular: Fits up to 6'
Western Mountaineering HighLite (Long), $350.00, 482 gm 17.0 oz 1.06 lb, 35 F2 C, 850 Down, 60", 12" x 6", Long: Fits up to 6'6"
Western Mountaineering Caribou MF (Short), $345.00, 567 gm 20.0 oz 1.25 lb, 35 F2 C, 850 Down, 63", 10" x 6", Short: Fits up to 5'6"
Western Mountaineering Caribou MF (Regular), $355.00, 595 gm 21.0 oz 1.31 lb, 35 F2 C, 850 Down, 64", 12" x 6", Regular: Fits up to 6'
Western Mountaineering Caribou MF (Long), $365.00, 652 gm 23.0 oz 1.44 lb, 35 F2 C, 850 Down, 65", 12" x 6", Long: Fits up to 6'6"
Western Mountaineering SummerLite (Short), $380.00, 510 gm 18.0 oz 1.13 lb, 32 F0 C, 850 Down, 59", 10" x 6", Short: Fits up to 5'6"
Western Mountaineering SummerLite (Regular), $395.00, 539 gm 19.0 oz 1.19 lb, 32 F0 C, 850 Down, 59", 12" x 6", Regular: Fits up to 6'
Western Mountaineering SummerLite (Long), $410.00, 595 gm 21.0 oz 1.31 lb, 32 F0 C, 850 Down, 60", 12" x 6", Long: Fits up to 6'
Western Mountaineering MegaLite (Short), $440.00, 652 gm 23.0 oz 1.44 lb, 30 F-2 C, 850 Down, 63", 12" x 6", Short: Fits up to 5'6"
Western Mountaineering MegaLite (Long), $460.00, 709 gm 25.0 oz 1.56 lb, 30 F-2 C, 850 Down, 65", 13" x 7", Long: Fits up to 6'6"
Western Mountaineering Alder MF (Regular), $435.00, 879 gm 31.0 oz 1.94 lb, 25 F-4 C, 850 Down, 62", 13" x 7", Regular: Fits up to 6'
Western Mountaineering Alder MF (Long), $450.00, 936 gm 33.0 oz 2.06 lb, 25 F-4 C, 850 Down, 62", 13" x 7", Long: Fits up to 6'6"
Western Mountaineering Sycamore MF (Regular), $460.00, 907 gm 32.0 oz 2.00 lb, 25 F-4 C, 850 Down, 62", 15" x 8", Regular: Fits up to 6'
Western Mountaineering Sycamore MF (Long), $480.00, 964 gm 34.0 oz 2.13 lb, 25 F-4 C, 850 Down, 62", 15" x 8", Long: Fits up to 6'6"
Western Mountaineering AlpinLite (Short), $525.00, 822 gm 29.0 oz 1.81 lb, 20 F-7 C, 850 Down, 63", 13" x 7", Short: Fits up to 5'6"
Western Mountaineering AlpinLite (Regular), $540.00, 879 gm 31.0 oz 1.94 lb, 20 F-7 C, 850 Down, 64", 15" x 8", Regular: Fits up to 6'
Western Mountaineering AlpinLite (Long), $555.00, 936 gm 33.0 oz 2.06 lb, 20 F-7 C, 850 Down, 65", 15" x 8", Long: Fits up to 6'6"
Western Mountaineering UltraLite (Short), $470.00, 794 gm 28.0 oz 1.75 lb, 20 F-7 C, 850 Down, 59", 13" x 7", Short: Fits up to 5'6"
Western Mountaineering UltraLite (Regular), $485.00, 822 gm 29.0 oz 1.81 lb, 20 F-7 C, 850 Down, 59", 13" x 7", Regular: Fits up to 6'
Western Mountaineering UltraLite (Long), $500.00, 879 gm 31.0 oz 1.94 lb, 20 F-7 C, 850 Down, 60", 13" x 7", Long: Fits up to 6'6"
Western Mountaineering Apache MF (Short), $510.00, 850 gm 30.0 oz 1.88 lb, 15 F-10 C, 850 Down, 59", 15" x 8", Short: Fits up to 5'6"
Western Mountaineering Apache MF (Regular), $525.00, 907 gm 32.0 oz 2.00 lb, 15 F-10 C, 850 Down, 59", 15" x 8", Regular: Fits up to 6'
Western Mountaineering Apache MF (Long), $540.00, 964 gm 34.0 oz 2.13 lb, 15 F-10 C, 850 Down, 60", 15" x 8", Long: Fits up to 6'6"
Western Mountaineering Badger MF (Regular), $570.00, 1077 gm 38.0 oz 2.38 lb, 15 F-10 C, 850 Down, 66", 17" x 8", Regular: Fits up to 6'
Western Mountaineering Badger MF (Long), $590.00, 1134 gm 40.0 oz 2.50 lb, 15 F-10 C, 850 Down, 67", 17" x 8", Long: Fits up to 6'6"
Western Mountaineering Badger MF (X-Long), $610.00, 1191 gm 42.0 oz 2.63 lb, 15 F-10 C, 850 Down, 67", 17" x 8", XLong: Fits up to 7'
Western Mountaineering Apache GWS (Short), $595.00, 1021 gm 36.0 oz 2.25 lb, 15 F-10 C, 850 Down, 59", 15" x 8", Short: Fits up to 5'6"
Western Mountaineering Apache GWS (Regular), $615.00, 1077 gm 38.0 oz 2.38 lb, 15 F-10 C, 850 Down, 59", 15" x 8", Regular: Fits up to 6'
Western Mountaineering Apache GWS (Long), $640.00, 1134 gm 40.0 oz 2.50 lb, 15 F-10 C, 850 Down, 60", 15" x 8", Long: Fits up to 6'6"
Western Mountaineering Badger GWS (Regular), $685.00, 1247 gm 44.0 oz 2.75 lb, 15 F-10 C, 850 Down, 66", 17" x 8", Regular: Fits up to 6'
Western Mountaineering Badger GWS (Long), $705.00, 1304 gm 46.0 oz 2.88 lb, 15 F-10 C, 850 Down, 67", 17" x 8", Long: Fits up to 6'6"
Western Mountaineering Badger GWS (X-Long), $730.00, 1361 gm 48.0 oz 3.00 lb, 15 F-10 C, 850 Down, 67", 17" x 8", XLong: Fits up to 7'
Western Mountaineering Ponderosa MF (Regular), $590.00, 1162 gm 41.0 oz 2.56 lb, 15 F-10 C, 850 Down, 67", 17" x 8", Regular: Fits up to 6'
Western Mountaineering Ponderosa MF (Long), $610.00, 1219 gm 43.0 oz 2.69 lb, 15 F-10 C, 850 Down, 67", 17" x 8", Long: Fits up to 6'6"
Western Mountaineering Ponderosa MF (X-Long), $630.00, 1304 gm 46.0 oz 2.88 lb, 15 F-10 C, 850 Down, 67", 17" x 8", XLong: Fits up to 7'
