Mountain Hardwear Fluid 32, , $120.00, 800 gm 28.2 oz 1.76 lb, 1950 cu. in.32 liters, ~1-1 lbs
Mountain Hardwear Fluid 24, , $100.00, 540 gm 19.0 oz 1.19 lb, 1465 cu. in.24 liters, ~1-1 lbs
Mountain Hardwear Fluid 18, , $90.00, 500 gm 17.6 oz 1.10 lb, 1100 cu. in.18 liters, ~1-1 lbs
Mountain Hardwear Fluid 12, , $80.00, 400 gm 14.1 oz 0.88 lb, 732 cu. in.12 liters, ~1-1 lbs
Mountain Hardwear Fluid 6, , $70.00, 280 gm 9.9 oz 0.62 lb, 365 cu. in.6 liters, ~1-1 lbs
Mountainsmith Mayhem 35, , $129.95, 1049 gm 37.0 oz 2.31 lb, 2135 cu. in.35 liters, ~1-45 lbs
Mountainsmith Wraith 25, , $99.95, 1077 gm 38.0 oz 2.38 lb, 1403 cu. in.24 liters, ~1-30 lbs
Mountainsmith Approach 40, , $99.95, 1247 gm 44.0 oz 2.75 lb, 2380 cu. in.39 liters, ~1-50 lbs
Mountainsmith Red Rock 25, , $79.95, 709 gm 25.0 oz 1.56 lb, 1586 cu. in.26 liters, ~1-25 lbs
Mountainsmith Colfax 25, , $74.95, 652 gm 23.0 oz 1.44 lb, 1586 cu. in.26 liters, ~1-25 lbs
Mountainsmith Spirit 12, , $69.95, 709 gm 25.0 oz 1.56 lb, 700 cu. in.12 liters, ~1-10 lbs
Mountainsmith Scream 25, , $69.95, 439 gm 15.5 oz 0.97 lb, 1465 cu. in.24 liters, ~1-20 lbs
Mountainsmith Clear Creek 20, , $59.95, 468 gm 16.5 oz 1.03 lb, 1220 cu. in.20 liters, ~1-20 lbs
Outdoor Research Hoist Pack, , $59.00, 300 gm 10.6 oz 0.66 lb, 580 cu. in.9.5 liters, ~1-1 lbs
Outdoor Research Levitator Pack, , $65.00, 408 gm 14.4 oz 0.90 lb, 793 cu. in.13 liters, ~1-1 lbs
Outdoor Research Elevator Pack, , $89.00, 420 gm 14.8 oz 0.93 lb, 1220 cu. in.20 liters, ~1-1 lbs
Outdoor Research Antimatter Pack, , $75.00, 282 gm 9.9 oz 0.62 lb, 952 cu. in.18 liters, ~1-1 lbs
Outdoor Research Dry Peak Bagger, , $69.00, 270 gm 9.5 oz 0.60 lb, 1526 cu. in.25 liters, ~1-1 lbs
Patagonia Ascensionist 25 Pack, , $99.00, 349 gm 12.3 oz 0.77 lb, 1526 cu. in.25 liters, ~1-1 lbs
Patagonia Ascensionist 35 Pack (S/M), , $149.00, 849 gm 29.9 oz 1.87 lb, 2136 cu. in.35 liters, ~1-1 lbs
Patagonia Ascensionist 35 Pack (L/XL), , $149.00, 849 gm 29.9 oz 1.87 lb, 2136 cu. in.35 liters, ~1-1 lbs
Patagonia Yerba 22 Pack, , $69.00, 620 gm 21.9 oz 1.37 lb, 1343 cu. in.22 liters, ~1-1 lbs
Patagonia Fuego 32 Pack, , $89.00, 867 gm 30.6 oz 1.91 lb, 1953 cu. in.32 liters, ~1-1 lbs
Patagonia Chacabuco 32 Pack, , $99.00, 839 gm 29.6 oz 1.85 lb, 1953 cu. in.32 liters, ~1-1 lbs
Patagonia Lightweight Travel Pack 26, , $79.00, 323 gm 11.4 oz 0.71 lb, 1587 cu. in.26 liters, ~1-1 lbs
Platypus Sprinter XT 25 (S/M), , $139.95, 1049 gm 37.0 oz 2.31 lb, 1400 cu. in.23 liters, ~1-1 lbs
Platypus Sprinter XT 25 (M/L), , $139.95, 1134 gm 40.0 oz 2.50 lb, 1525 cu. in.25 liters, ~1-1 lbs
Platypus Sprinter XT 35 (S/M), , $159.95, 1191 gm 42.0 oz 2.63 lb, 2200 cu. in.36 liters, ~1-1 lbs
Platypus Sprinter XT 35 (M/L), , $159.95, 1304 gm 46.0 oz 2.88 lb, 2560 cu. in.42 liters, ~1-1 lbs
REI Trail 25, , $69.50, 850 gm 30.0 oz 1.88 lb, 1525 cu. in.25 liters, ~1-1 lbs
REI Flash 18, , $34.50, 340 gm 12.0 oz 0.75 lb, 1100 cu. in.18 liters, ~1-1 lbs
REI Flash 22, , $49.50, 482 gm 17.0 oz 1.06 lb, 1343 cu. in.22 liters, ~1-1 lbs
REI Traverse 30, , $89.50, 1049 gm 37.0 oz 2.31 lb, 1830 cu. in.30 liters, ~1-1 lbs
REI Flash Sport 15, , $69.50, 482 gm 17.0 oz 1.06 lb, 915 cu. in.15 liters, ~1-1 lbs
REI Pinnacle 35 (MD.), , $139.00, 1729 gm 61.0 oz 3.81 lb, 2136 cu. in.35 liters, ~1-1 lbs
REI Pinnacle 35 (LG.), , $139.00, 1729 gm 61.0 oz 3.81 lb, 2136 cu. in.35 liters, ~1-1 lbs
Salomon Sky 21, , $115.00, 756 gm 26.7 oz 1.67 lb, 1281 cu. in.21 liters, ~1-1 lbs
Salomon Sky 25 AW, , $135.00, 900 gm 31.7 oz 1.98 lb, 1525 cu. in.25 liters, ~1-1 lbs
Sea To Summit Carve 24L DryPack, , $159.95, 650 gm 22.9 oz 1.43 lb, 1465 cu. in.24 liters, ~1-1 lbs
Sea To Summit Flow 35L DryPack, , $199.95, 1191 gm 42.0 oz 2.63 lb, 2136 cu. in.35 liters, ~1-1 lbs
Sea To Summit Rapid 26L DryPack, , $169.95, 760 gm 26.8 oz 1.68 lb, 1587 cu. in.26 liters, ~1-1 lbs
Sea To Summit Ultra-Sil Dry Daypack, , $54.95, 90 gm 3.2 oz 0.20 lb, 1343 cu. in.22 liters, ~1-1 lbs
Sea To Summit Ultra-Sil Day Pack, , $32.95, 68 gm 2.4 oz 0.15 lb, 1220 cu. in.20 liters, ~1-1 lbs
The North Face Terra 35 (S/M) (2014), , $139.00, 1580 gm 55.7 oz 3.48 lb, 2319 cu. in.38 liters, ~1-1 lbs
The North Face Terra 35 (L/XL) (2014), , $139.00, 1660 gm 58.6 oz 3.66 lb, 2319 cu. in.38 liters, ~1-1 lbs
The North Face Men's Casimir 36 (S/M), , $169.00, 1021 gm 36.0 oz 2.25 lb, 2197 cu. in.36 liters, ~1-1 lbs
The North Face Men's Casimir 36 (M/L), , $169.00, 1049 gm 37.0 oz 2.31 lb, 2197 cu. in.36 liters, ~1-1 lbs
The North Face Men's Casimir 27 (S/M), , $129.00, 879 gm 31.0 oz 1.94 lb, 1648 cu. in.27 liters, ~1-1 lbs
The North Face Men's Casimir 27 (M/L), , $129.00, 879 gm 31.0 oz 1.94 lb, 1648 cu. in.27 liters, ~1-1 lbs
The North Face Verto 26, , $79.00, 310 gm 10.9 oz 0.68 lb, 1600 cu. in.26 liters, ~1-1 lbs
The North Face Verto 32, , $99.00, 644 gm 22.7 oz 1.42 lb, 1953 cu. in.32 liters, ~1-1 lbs
The North Face Angstrom 28, , $119.00, 907 gm 32.0 oz 2.00 lb, 1710 cu. in.28 liters, ~1-1 lbs
The North Face Angstrom 20, , $99.00, 709 gm 25.0 oz 1.56 lb, 1220 cu. in.20 liters, ~1-1 lbs
